year,state_po,county,candidate,party,candidatevotes,totalvotes
2012,NE,Sherman,Other,NA,51,1530
2012,NE,Sioux,Barack Obama,democrat,101,739
2012,NE,Sioux,Mitt Romney,republican,624,739
2012,NE,Sioux,Other,NA,14,739
2012,NE,Stanton,Barack Obama,democrat,614,2644
2012,NE,Stanton,Mitt Romney,republican,1949,2644
2012,NE,Stanton,Other,NA,81,2644
2012,NE,Thayer,Barack Obama,democrat,728,2659
2012,NE,Thayer,Mitt Romney,republican,1874,2659
2012,NE,Thayer,Other,NA,57,2659
2012,NE,Thomas,Barack Obama,democrat,42,408
2012,NE,Thomas,Mitt Romney,republican,360,408
2012,NE,Thomas,Other,NA,6,408
2012,NE,Thurston,Barack Obama,democrat,1247,2215
2012,NE,Thurston,Mitt Romney,republican,939,2215
2012,NE,Thurston,Other,NA,29,2215
2012,NE,Valley,Barack Obama,democrat,498,2195
2012,NE,Valley,Mitt Romney,republican,1657,2195
2012,NE,Valley,Other,NA,40,2195
2012,NE,Washington,Barack Obama,democrat,3132,10246
2012,NE,Washington,Mitt Romney,republican,6899,10246
2012,NE,Washington,Other,NA,215,10246
2012,NE,Wayne,Barack Obama,democrat,1074,3682
2012,NE,Wayne,Mitt Romney,republican,2493,3682
2012,NE,Wayne,Other,NA,115,3682
2012,NE,Webster,Barack Obama,democrat,442,1742
2012,NE,Webster,Mitt Romney,republican,1258,1742
2012,NE,Webster,Other,NA,42,1742
2012,NE,Wheeler,Barack Obama,democrat,93,448
2012,NE,Wheeler,Mitt Romney,republican,345,448
2012,NE,Wheeler,Other,NA,10,448
2012,NE,York,Barack Obama,democrat,1373,6355
2012,NE,York,Mitt Romney,republican,4874,6355
2012,NE,York,Other,NA,108,6355
2012,NV,Churchill,Barack Obama,democrat,2961,10265
2012,NV,Churchill,Mitt Romney,republican,7061,10265
2012,NV,Churchill,Other,NA,243,10265
2012,NV,Clark,Barack Obama,democrat,389936,691190
2012,NV,Clark,Mitt Romney,republican,289053,691190
2012,NV,Clark,Other,NA,12201,691190
2012,NV,Douglas,Barack Obama,democrat,9297,26075
2012,NV,Douglas,Mitt Romney,republican,16276,26075
2012,NV,Douglas,Other,NA,502,26075
2012,NV,Elko,Barack Obama,democrat,3511,15986
2012,NV,Elko,Mitt Romney,republican,12014,15986
2012,NV,Elko,Other,NA,461,15986
2012,NV,Esmeralda,Barack Obama,democrat,92,435
2012,NV,Esmeralda,Mitt Romney,republican,317,435
2012,NV,Esmeralda,Other,NA,26,435
2012,NV,Eureka,Barack Obama,democrat,107,808
2012,NV,Eureka,Mitt Romney,republican,663,808
2012,NV,Eureka,Other,NA,38,808
2012,NV,Humboldt,Barack Obama,democrat,1737,5744
2012,NV,Humboldt,Mitt Romney,republican,3810,5744
2012,NV,Humboldt,Other,NA,197,5744
2012,NV,Lander,Barack Obama,democrat,534,2165
2012,NV,Lander,Mitt Romney,republican,1580,2165
2012,NV,Lander,Other,NA,51,2165
2012,NV,Lincoln,Barack Obama,democrat,400,2152
2012,NV,Lincoln,Mitt Romney,republican,1691,2152
2012,NV,Lincoln,Other,NA,61,2152
2012,NV,Lyon,Barack Obama,democrat,7380,21465
2012,NV,Lyon,Mitt Romney,republican,13520,21465
2012,NV,Lyon,Other,NA,565,21465
2012,NV,Mineral,Barack Obama,democrat,863,2035
2012,NV,Mineral,Mitt Romney,republican,1080,2035
2012,NV,Mineral,Other,NA,92,2035
2012,NV,Nye,Barack Obama,democrat,6320,17522
2012,NV,Nye,Mitt Romney,republican,10566,17522
2012,NV,Nye,Other,NA,636,17522
2012,NV,Pershing,Barack Obama,democrat,632,1884
2012,NV,Pershing,Mitt Romney,republican,1167,1884
2012,NV,Pershing,Other,NA,85,1884
2012,NV,Storey,Barack Obama,democrat,920,2314
2012,NV,Storey,Mitt Romney,republican,1321,2314
2012,NV,Storey,Other,NA,73,2314
2012,NV,Washoe,Barack Obama,democrat,95409,187855
2012,NV,Washoe,Mitt Romney,republican,88453,187855
2012,NV,Washoe,Other,NA,3993,187855
2012,NV,White Pine,Barack Obama,democrat,983,3704
2012,NV,White Pine,Mitt Romney,republican,2601,3704
2012,NV,White Pine,Other,NA,120,3704
2012,NV,Carson City,Barack Obama,democrat,10291,23319
2012,NV,Carson City,Mitt Romney,republican,12394,23319
2012,NV,Carson City,Other,NA,634,23319
2012,NH,Belknap,Barack Obama,democrat,15890,33886
2012,NH,Belknap,Mitt Romney,republican,17571,33886
2012,NH,Belknap,Other,NA,425,33886
2012,NH,Carroll,Barack Obama,democrat,13977,28592
2012,NH,Carroll,Mitt Romney,republican,14207,28592
2012,NH,Carroll,Other,NA,408,28592
2012,NH,Cheshire,Barack Obama,democrat,25380,41363
2012,NH,Cheshire,Mitt Romney,republican,15156,41363
2012,NH,Cheshire,Other,NA,827,41363
2012,NH,Coos,Barack Obama,democrat,9095,15702
2012,NH,Coos,Mitt Romney,republican,6342,15702
2012,NH,Coos,Other,NA,265,15702
2012,NH,Grafton,Barack Obama,democrat,29826,49005
2012,NH,Grafton,Mitt Romney,republican,18208,49005
2012,NH,Grafton,Other,NA,971,49005
2012,NH,Hillsborough,Barack Obama,democrat,102303,205672
2012,NH,Hillsborough,Mitt Romney,republican,99991,205672
2012,NH,Hillsborough,Other,NA,3378,205672
2012,NH,Merrimack,Barack Obama,democrat,44756,80498
2012,NH,Merrimack,Mitt Romney,republican,34524,80498
2012,NH,Merrimack,Other,NA,1218,80498
2012,NH,Rockingham,Barack Obama,democrat,80142,170419
2012,NH,Rockingham,Mitt Romney,republican,87921,170419
2012,NH,Rockingham,Other,NA,2356,170419
2012,NH,Strafford,Barack Obama,democrat,36026,63960
2012,NH,Strafford,Mitt Romney,republican,26729,63960
2012,NH,Strafford,Other,NA,1205,63960
2012,NH,Sullivan,Barack Obama,democrat,12166,21834
2012,NH,Sullivan,Mitt Romney,republican,9269,21834
2012,NH,Sullivan,Other,NA,399,21834
2012,NJ,Atlantic,Barack Obama,democrat,65600,113179
2012,NJ,Atlantic,Mitt Romney,republican,46522,113179
2012,NJ,Atlantic,Other,NA,1057,113179
2012,NJ,Bergen,Barack Obama,democrat,212754,385407
2012,NJ,Bergen,Mitt Romney,republican,169070,385407
2012,NJ,Bergen,Other,NA,3583,385407
2012,NJ,Burlington,Barack Obama,democrat,126377,215936
2012,NJ,Burlington,Mitt Romney,republican,87401,215936
2012,NJ,Burlington,Other,NA,2158,215936
2012,NJ,Camden,Barack Obama,democrat,153682,225428
2012,NJ,Camden,Mitt Romney,republican,69476,225428
2012,NJ,Camden,Other,NA,2270,225428
2012,NJ,Cape May,Barack Obama,democrat,21657,47931
2012,NJ,Cape May,Mitt Romney,republican,25781,47931
2012,NJ,Cape May,Other,NA,493,47931
2012,NJ,Cumberland,Barack Obama,democrat,34055,55292
2012,NJ,Cumberland,Mitt Romney,republican,20658,55292
2012,NJ,Cumberland,Other,NA,579,55292
2012,NJ,Essex,Barack Obama,democrat,236618,303019
2012,NJ,Essex,Mitt Romney,republican,64406,303019
2012,NJ,Essex,Other,NA,1995,303019
2012,NJ,Gloucester,Barack Obama,democrat,74013,135186
2012,NJ,Gloucester,Mitt Romney,republican,59456,135186
2012,NJ,Gloucester,Other,NA,1717,135186
2012,NJ,Hudson,Barack Obama,democrat,153108,197504
2012,NJ,Hudson,Mitt Romney,republican,42369,197504
2012,NJ,Hudson,Other,NA,2027,197504
2012,NJ,Hunterdon,Barack Obama,democrat,26876,66494
2012,NJ,Hunterdon,Mitt Romney,republican,38687,66494
2012,NJ,Hunterdon,Other,NA,931,66494
2012,NJ,Mercer,Barack Obama,democrat,104377,153511
2012,NJ,Mercer,Mitt Romney,republican,47355,153511
2012,NJ,Mercer,Other,NA,1779,153511
2012,NJ,Middlesex,Barack Obama,democrat,190555,301315
2012,NJ,Middlesex,Mitt Romney,republican,107310,301315
2012,NJ,Middlesex,Other,NA,3450,301315
2012,NJ,Monmouth,Barack Obama,democrat,133145,283978
2012,NJ,Monmouth,Mitt Romney,republican,147513,283978
2012,NJ,Monmouth,Other,NA,3320,283978
2012,NJ,Morris,Barack Obama,democrat,100146,227392
2012,NJ,Morris,Mitt Romney,republican,124947,227392
2012,NJ,Morris,Other,NA,2299,227392
2012,NJ,Ocean,Barack Obama,democrat,102300,251275
2012,NJ,Ocean,Mitt Romney,republican,146474,251275
2012,NJ,Ocean,Other,NA,2501,251275
2012,NJ,Passaic,Barack Obama,democrat,115926,181988
2012,NJ,Passaic,Mitt Romney,republican,64523,181988
2012,NJ,Passaic,Other,NA,1539,181988
2012,NJ,Salem,Barack Obama,democrat,14719,29501
2012,NJ,Salem,Mitt Romney,republican,14334,29501
2012,NJ,Salem,Other,NA,448,29501
2012,NJ,Somerset,Barack Obama,democrat,74592,142922
2012,NJ,Somerset,Mitt Romney,republican,66603,142922
2012,NJ,Somerset,Other,NA,1727,142922
2012,NJ,Sussex,Barack Obama,democrat,26104,67933
2012,NJ,Sussex,Mitt Romney,republican,40625,67933
2012,NJ,Sussex,Other,NA,1204,67933
2012,NJ,Union,Barack Obama,democrat,139752,209831
2012,NJ,Union,Mitt Romney,republican,68314,209831
2012,NJ,Union,Other,NA,1765,209831
2012,NJ,Warren,Barack Obama,democrat,18745,45270
2012,NJ,Warren,Mitt Romney,republican,25744,45270
2012,NJ,Warren,Other,NA,781,45270
2012,NM,Bernalillo,Barack Obama,democrat,150739,270969
2012,NM,Bernalillo,Mitt Romney,republican,106408,270969
2012,NM,Bernalillo,Other,NA,13822,270969
2012,NM,Catron,Barack Obama,democrat,560,2123
2012,NM,Catron,Mitt Romney,republican,1494,2123
2012,NM,Catron,Other,NA,69,2123
2012,NM,Chaves,Barack Obama,democrat,6604,20292
2012,NM,Chaves,Mitt Romney,republican,13088,20292
2012,NM,Chaves,Other,NA,600,20292
2012,NM,Cibola,Barack Obama,democrat,4961,8243
2012,NM,Cibola,Mitt Romney,republican,2998,8243
2012,NM,Cibola,Other,NA,284,8243
2012,NM,Colfax,Barack Obama,democrat,2828,5764
2012,NM,Colfax,Mitt Romney,republican,2699,5764
2012,NM,Colfax,Other,NA,237,5764
2012,NM,Curry,Barack Obama,democrat,4022,13625
2012,NM,Curry,Mitt Romney,republican,9251,13625
2012,NM,Curry,Other,NA,352,13625
2012,NM,De Baca,Barack Obama,democrat,287,902
2012,NM,De Baca,Mitt Romney,republican,586,902
2012,NM,De Baca,Other,NA,29,902
2012,NM,Dona Ana,Barack Obama,democrat,37139,66423
2012,NM,Dona Ana,Mitt Romney,republican,27322,66423
2012,NM,Dona Ana,Other,NA,1962,66423
2012,NM,Eddy,Barack Obama,democrat,6142,19269
2012,NM,Eddy,Mitt Romney,republican,12583,19269
2012,NM,Eddy,Other,NA,544,19269
2012,NM,Grant,Barack Obama,democrat,7090,12902
2012,NM,Grant,Mitt Romney,republican,5358,12902
2012,NM,Grant,Other,NA,454,12902
2012,NM,Guadalupe,Barack Obama,democrat,1488,2135
2012,NM,Guadalupe,Mitt Romney,republican,557,2135
2012,NM,Guadalupe,Other,NA,90,2135
2012,NM,Harding,Barack Obama,democrat,260,601
2012,NM,Harding,Mitt Romney,republican,327,601
2012,NM,Harding,Other,NA,14,601
2012,NM,Hidalgo,Barack Obama,democrat,995,1935
2012,NM,Hidalgo,Mitt Romney,republican,899,1935
2012,NM,Hidalgo,Other,NA,41,1935
2012,NM,Lea,Barack Obama,democrat,4080,17015
2012,NM,Lea,Mitt Romney,republican,12548,17015
2012,NM,Lea,Other,NA,387,17015
2012,NM,Lincoln,Barack Obama,democrat,2942,9242
2012,NM,Lincoln,Mitt Romney,republican,5961,9242
2012,NM,Lincoln,Other,NA,339,9242
2012,NM,Los Alamos,Barack Obama,democrat,5191,10654
2012,NM,Los Alamos,Mitt Romney,republican,4796,10654
2012,NM,Los Alamos,Other,NA,667,10654
2012,NM,Luna,Barack Obama,democrat,3583,7500
2012,NM,Luna,Mitt Romney,republican,3670,7500
2012,NM,Luna,Other,NA,247,7500
2012,NM,McKinley,Barack Obama,democrat,15841,21929
2012,NM,McKinley,Mitt Romney,republican,5546,21929
2012,NM,McKinley,Other,NA,542,21929
2012,NM,Mora,Barack Obama,democrat,1955,2611
2012,NM,Mora,Mitt Romney,republican,595,2611
2012,NM,Mora,Other,NA,61,2611
2012,NM,Otero,Barack Obama,democrat,6829,20012
2012,NM,Otero,Mitt Romney,republican,12451,20012
2012,NM,Otero,Other,NA,732,20012
2012,NM,Quay,Barack Obama,democrat,1383,3707
2012,NM,Quay,Mitt Romney,republican,2202,3707
2012,NM,Quay,Other,NA,122,3707
2012,NM,Rio Arriba,Barack Obama,democrat,11465,15343
2012,NM,Rio Arriba,Mitt Romney,republican,3397,15343
2012,NM,Rio Arriba,Other,NA,481,15343
2012,NM,Roosevelt,Barack Obama,democrat,1727,5969
2012,NM,Roosevelt,Mitt Romney,republican,4043,5969
2012,NM,Roosevelt,Other,NA,199,5969
2012,NM,Sandoval,Barack Obama,democrat,27236,54079
2012,NM,Sandoval,Mitt Romney,republican,24387,54079
2012,NM,Sandoval,Other,NA,2456,54079
2012,NM,San Juan,Barack Obama,democrat,15855,46237
2012,NM,San Juan,Mitt Romney,republican,28849,46237
2012,NM,San Juan,Other,NA,1533,46237
2012,NM,San Miguel,Barack Obama,democrat,8850,11509
2012,NM,San Miguel,Mitt Romney,republican,2303,11509
2012,NM,San Miguel,Other,NA,356,11509
2012,NM,Santa Fe,Barack Obama,democrat,50872,69245
2012,NM,Santa Fe,Mitt Romney,republican,15500,69245
2012,NM,Santa Fe,Other,NA,2873,69245
2012,NM,Sierra,Barack Obama,democrat,1964,5102
2012,NM,Sierra,Mitt Romney,republican,2928,5102
2012,NM,Sierra,Other,NA,210,5102
2012,NM,Socorro,Barack Obama,democrat,4058,7193
2012,NM,Socorro,Mitt Romney,republican,2722,7193
2012,NM,Socorro,Other,NA,413,7193
2012,NM,Taos,Barack Obama,democrat,11978,15339
2012,NM,Taos,Mitt Romney,republican,2730,15339
2012,NM,Taos,Other,NA,631,15339
2012,NM,Torrance,Barack Obama,democrat,2428,6402
2012,NM,Torrance,Mitt Romney,republican,3529,6402
2012,NM,Torrance,Other,NA,445,6402
2012,NM,Union,Barack Obama,democrat,472,1759
2012,NM,Union,Mitt Romney,republican,1236,1759
2012,NM,Union,Other,NA,51,1759
2012,NM,Valencia,Barack Obama,democrat,13511,27728
2012,NM,Valencia,Mitt Romney,republican,12825,27728
2012,NM,Valencia,Other,NA,1392,27728
2012,MO,Kansas City,Barack Obama,democrat,105670,136802
2012,MO,Kansas City,Mitt Romney,republican,29509,136802
2012,MO,Kansas City,Other,NA,1623,136802
2012,NY,Albany,Barack Obama,democrat,83978,135766
2012,NY,Albany,Mitt Romney,republican,40210,135766
2012,NY,Albany,Other,NA,11578,135766
2012,NY,Allegany,Barack Obama,democrat,5866,16953
2012,NY,Allegany,Mitt Romney,republican,9377,16953
2012,NY,Allegany,Other,NA,1710,16953
2012,NY,Bronx,Barack Obama,democrat,334600,370894
2012,NY,Bronx,Mitt Romney,republican,26680,370894
2012,NY,Bronx,Other,NA,9614,370894
2012,NY,Broome,Barack Obama,democrat,39971,81565
2012,NY,Broome,Mitt Romney,republican,34708,81565
2012,NY,Broome,Other,NA,6886,81565
2012,NY,Cattaraugus,Barack Obama,democrat,12040,29767
2012,NY,Cattaraugus,Mitt Romney,republican,14655,29767
2012,NY,Cattaraugus,Other,NA,3072,29767
2012,NY,Cayuga,Barack Obama,democrat,16105,31169
2012,NY,Cayuga,Mitt Romney,republican,11646,31169
2012,NY,Cayuga,Other,NA,3418,31169
2012,NY,Chautauqua,Barack Obama,democrat,22463,52852
2012,NY,Chautauqua,Mitt Romney,republican,24266,52852
2012,NY,Chautauqua,Other,NA,6123,52852
2012,NY,Chemung,Barack Obama,democrat,16205,35010
2012,NY,Chemung,Mitt Romney,republican,16138,35010
2012,NY,Chemung,Other,NA,2667,35010
2012,NY,Chenango,Barack Obama,democrat,8642,19314
2012,NY,Chenango,Mitt Romney,republican,8922,19314
2012,NY,Chenango,Other,NA,1750,19314
2012,NY,Clinton,Barack Obama,democrat,18072,30656
2012,NY,Clinton,Mitt Romney,republican,9892,30656
2012,NY,Clinton,Other,NA,2692,30656
2012,NY,Columbia,Barack Obama,democrat,15241,29129
2012,NY,Columbia,Mitt Romney,republican,10600,29129
2012,NY,Columbia,Other,NA,3288,29129
2012,NY,Cortland,Barack Obama,democrat,9965,19624
2012,NY,Cortland,Mitt Romney,republican,7859,19624
2012,NY,Cortland,Other,NA,1800,19624
2012,NY,Delaware,Barack Obama,democrat,7881,18638
2012,NY,Delaware,Mitt Romney,republican,9086,18638
2012,NY,Delaware,Other,NA,1671,18638
2012,NY,Dutchess,Barack Obama,democrat,62063,123705
2012,NY,Dutchess,Mitt Romney,republican,48264,123705
2012,NY,Dutchess,Other,NA,13378,123705
2012,NY,Erie,Barack Obama,democrat,227325,414195
2012,NY,Erie,Mitt Romney,republican,149683,414195
2012,NY,Erie,Other,NA,37187,414195
2012,NY,Essex,Barack Obama,democrat,9368,16717
2012,NY,Essex,Mitt Romney,republican,6076,16717
2012,NY,Essex,Other,NA,1273,16717
2012,NY,Franklin,Barack Obama,democrat,9532,15934
2012,NY,Franklin,Mitt Romney,republican,5231,15934
2012,NY,Franklin,Other,NA,1171,15934
2012,NY,Fulton,Barack Obama,democrat,8331,19799
2012,NY,Fulton,Mitt Romney,republican,9830,19799
2012,NY,Fulton,Other,NA,1638,19799
2012,NY,Genesee,Barack Obama,democrat,9092,24746
2012,NY,Genesee,Mitt Romney,republican,12814,24746
2012,NY,Genesee,Other,NA,2840,24746
2012,NY,Greene,Barack Obama,democrat,8384,20472
2012,NY,Greene,Mitt Romney,republican,9737,20472
2012,NY,Greene,Other,NA,2351,20472
2012,NY,Hamilton,Barack Obama,democrat,1092,3122
2012,NY,Hamilton,Mitt Romney,republican,1771,3122
2012,NY,Hamilton,Other,NA,259,3122
2012,NY,Herkimer,Barack Obama,democrat,10826,25040
2012,NY,Herkimer,Mitt Romney,republican,12166,25040
2012,NY,Herkimer,Other,NA,2048,25040
2012,NY,Jefferson,Barack Obama,democrat,16231,35708
2012,NY,Jefferson,Mitt Romney,republican,16435,35708
2012,NY,Jefferson,Other,NA,3042,35708
2012,NY,Kings,Barack Obama,democrat,580225,730534
2012,NY,Kings,Mitt Romney,republican,112957,730534
2012,NY,Kings,Other,NA,37352,730534
2012,NY,Lewis,Barack Obama,democrat,4530,10522
2012,NY,Lewis,Mitt Romney,republican,5129,10522
2012,NY,Lewis,Other,NA,863,10522
2012,NY,Livingston,Barack Obama,democrat,11100,26770
2012,NY,Livingston,Mitt Romney,republican,12641,26770
2012,NY,Livingston,Other,NA,3029,26770
2012,NY,Madison,Barack Obama,democrat,13231,28094
2012,NY,Madison,Mitt Romney,republican,12011,28094
2012,NY,Madison,Other,NA,2852,28094
2012,NY,Monroe,Barack Obama,democrat,185916,333813
2012,NY,Monroe,Mitt Romney,republican,114434,333813
2012,NY,Monroe,Other,NA,33463,333813
2012,NY,Montgomery,Barack Obama,democrat,8106,18186
2012,NY,Montgomery,Mitt Romney,republican,8046,18186
2012,NY,Montgomery,Other,NA,2034,18186
2012,NY,Nassau,Barack Obama,democrat,294661,568151
2012,NY,Nassau,Mitt Romney,republican,237862,568151
2012,NY,Nassau,Other,NA,35628,568151
2012,NY,New York,Barack Obama,democrat,486172,597227
2012,NY,New York,Mitt Romney,republican,84810,597227
2012,NY,New York,Other,NA,26245,597227
2012,NY,Niagara,Barack Obama,democrat,41837,89013
2012,NY,Niagara,Mitt Romney,republican,38158,89013
2012,NY,Niagara,Other,NA,9018,89013
2012,NY,Oneida,Barack Obama,democrat,39031,86700
2012,NY,Oneida,Mitt Romney,republican,40532,86700
2012,NY,Oneida,Other,NA,7137,86700
2012,NY,Onondaga,Barack Obama,democrat,117470,204717
2012,NY,Onondaga,Mitt Romney,republican,69357,204717
2012,NY,Onondaga,Other,NA,17890,204717
2012,NY,Ontario,Barack Obama,democrat,22065,47853
2012,NY,Ontario,Mitt Romney,republican,20919,47853
2012,NY,Ontario,Other,NA,4869,47853
2012,NY,Orange,Barack Obama,democrat,70742,140628
2012,NY,Orange,Mitt Romney,republican,58003,140628
2012,NY,Orange,Other,NA,11883,140628
2012,NY,Orleans,Barack Obama,democrat,5505,14706
2012,NY,Orleans,Mitt Romney,republican,7585,14706
2012,NY,Orleans,Other,NA,1616,14706
2012,NY,Oswego,Barack Obama,democrat,22178,44591
2012,NY,Oswego,Mitt Romney,republican,17610,44591
2012,NY,Oswego,Other,NA,4803,44591
2012,NY,Otsego,Barack Obama,democrat,11530,24139
2012,NY,Otsego,Mitt Romney,republican,10451,24139
2012,NY,Otsego,Other,NA,2158,24139
2012,NY,Putnam,Barack Obama,democrat,18539,44345
2012,NY,Putnam,Mitt Romney,republican,20925,44345
2012,NY,Putnam,Other,NA,4881,44345
2012,NY,Queens,Barack Obama,democrat,461391,595073
2012,NY,Queens,Mitt Romney,republican,108864,595073
2012,NY,Queens,Other,NA,24818,595073
2012,NY,Rensselaer,Barack Obama,democrat,35373,67990
2012,NY,Rensselaer,Mitt Romney,republican,24903,67990
2012,NY,Rensselaer,Other,NA,7714,67990
2012,NY,Richmond,Barack Obama,democrat,75557,154169
2012,NY,Richmond,Mitt Romney,republican,66916,154169
2012,NY,Richmond,Other,NA,11696,154169
2012,NY,Rockland,Barack Obama,democrat,63908,124442
2012,NY,Rockland,Mitt Romney,republican,51976,124442
2012,NY,Rockland,Other,NA,8558,124442
2012,NY,St. Lawrence,Barack Obama,democrat,20488,37191
2012,NY,St. Lawrence,Mitt Romney,republican,13543,37191
2012,NY,St. Lawrence,Other,NA,3160,37191
2012,NY,Saratoga,Barack Obama,democrat,50998,105510
2012,NY,Saratoga,Mitt Romney,republican,44915,105510
2012,NY,Saratoga,Other,NA,9597,105510
2012,NY,Schenectady,Barack Obama,democrat,35330,64933
2012,NY,Schenectady,Mitt Romney,republican,22952,64933
2012,NY,Schenectady,Other,NA,6651,64933
2012,NY,Schoharie,Barack Obama,democrat,5119,13207
2012,NY,Schoharie,Mitt Romney,republican,6497,13207
2012,NY,Schoharie,Other,NA,1591,13207
2012,NY,Schuyler,Barack Obama,democrat,3444,8146
2012,NY,Schuyler,Mitt Romney,republican,3798,8146
2012,NY,Schuyler,Other,NA,904,8146
2012,NY,Seneca,Barack Obama,democrat,6715,13266
2012,NY,Seneca,Mitt Romney,republican,5244,13266
2012,NY,Seneca,Other,NA,1307,13266
2012,NY,Steuben,Barack Obama,democrat,15015,38531
2012,NY,Steuben,Mitt Romney,republican,20163,38531
2012,NY,Steuben,Other,NA,3353,38531
2012,NY,Suffolk,Barack Obama,democrat,287519,586258
2012,NY,Suffolk,Mitt Romney,republican,243258,586258
2012,NY,Suffolk,Other,NA,55481,586258
2012,NY,Sullivan,Barack Obama,democrat,14612,28415
2012,NY,Sullivan,Mitt Romney,republican,11347,28415
2012,NY,Sullivan,Other,NA,2456,28415
2012,NY,Tioga,Barack Obama,democrat,8544,21601
2012,NY,Tioga,Mitt Romney,republican,11160,21601
2012,NY,Tioga,Other,NA,1897,21601
2012,NY,Tompkins,Barack Obama,democrat,24872,39670
2012,NY,Tompkins,Mitt Romney,republican,10191,39670
2012,NY,Tompkins,Other,NA,4607,39670
2012,NY,Ulster,Barack Obama,democrat,43837,78315
2012,NY,Ulster,Mitt Romney,republican,25572,78315
2012,NY,Ulster,Other,NA,8906,78315
2012,NY,Warren,Barack Obama,democrat,14276,29578
2012,NY,Warren,Mitt Romney,republican,12925,29578
2012,NY,Warren,Other,NA,2377,29578
2012,NY,Washington,Barack Obama,democrat,10993,23095
2012,NY,Washington,Mitt Romney,republican,9793,23095
2012,NY,Washington,Other,NA,2309,23095
2012,NY,Wayne,Barack Obama,democrat,15732,37547
2012,NY,Wayne,Mitt Romney,republican,17248,37547
2012,NY,Wayne,Other,NA,4567,37547
2012,NY,Westchester,Barack Obama,democrat,234778,388447
2012,NY,Westchester,Mitt Romney,republican,131139,388447
2012,NY,Westchester,Other,NA,22530,388447
2012,NY,Wyoming,Barack Obama,democrat,5357,16335
2012,NY,Wyoming,Mitt Romney,republican,9248,16335
2012,NY,Wyoming,Other,NA,1730,16335
2012,NY,Yates,Barack Obama,democrat,4259,9442
2012,NY,Yates,Mitt Romney,republican,4269,9442
2012,NY,Yates,Other,NA,914,9442
2012,NC,Alamance,Barack Obama,democrat,28875,67776
2012,NC,Alamance,Mitt Romney,republican,38170,67776
2012,NC,Alamance,Other,NA,731,67776
2012,NC,Alexander,Barack Obama,democrat,4611,17196
2012,NC,Alexander,Mitt Romney,republican,12253,17196
2012,NC,Alexander,Other,NA,332,17196
2012,NC,Alleghany,Barack Obama,democrat,1583,5067
2012,NC,Alleghany,Mitt Romney,republican,3390,5067
2012,NC,Alleghany,Other,NA,94,5067
2012,NC,Anson,Barack Obama,democrat,7019,11256
2012,NC,Anson,Mitt Romney,republican,4166,11256
2012,NC,Anson,Other,NA,71,11256
2012,NC,Ashe,Barack Obama,democrat,4116,12610
2012,NC,Ashe,Mitt Romney,republican,8242,12610
2012,NC,Ashe,Other,NA,252,12610
2012,NC,Avery,Barack Obama,democrat,1882,7759
2012,NC,Avery,Mitt Romney,republican,5766,7759
2012,NC,Avery,Other,NA,111,7759
2012,NC,Beaufort,Barack Obama,democrat,9435,23620
2012,NC,Beaufort,Mitt Romney,republican,13977,23620
2012,NC,Beaufort,Other,NA,208,23620
2012,NC,Bertie,Barack Obama,democrat,6695,10123
2012,NC,Bertie,Mitt Romney,republican,3387,10123
2012,NC,Bertie,Other,NA,41,10123
2012,NC,Bladen,Barack Obama,democrat,8062,15957
2012,NC,Bladen,Mitt Romney,republican,7748,15957
2012,NC,Bladen,Other,NA,147,15957
2012,NC,Brunswick,Barack Obama,democrat,22038,57362
2012,NC,Brunswick,Mitt Romney,republican,34743,57362
2012,NC,Brunswick,Other,NA,581,57362
2012,NC,Buncombe,Barack Obama,democrat,70625,127696
2012,NC,Buncombe,Mitt Romney,republican,54701,127696
2012,NC,Buncombe,Other,NA,2370,127696
2012,NC,Burke,Barack Obama,democrat,13701,36544
2012,NC,Burke,Mitt Romney,republican,22267,36544
2012,NC,Burke,Other,NA,576,36544
2012,NC,Cabarrus,Barack Obama,democrat,32849,83566
2012,NC,Cabarrus,Mitt Romney,republican,49557,83566
2012,NC,Cabarrus,Other,NA,1160,83566
2012,NC,Caldwell,Barack Obama,democrat,10898,34732
2012,NC,Caldwell,Mitt Romney,republican,23229,34732
2012,NC,Caldwell,Other,NA,605,34732
2012,NC,Camden,Barack Obama,democrat,1508,4704
2012,NC,Camden,Mitt Romney,republican,3109,4704
2012,NC,Camden,Other,NA,87,4704
2012,NC,Carteret,Barack Obama,democrat,10301,35517
2012,NC,Carteret,Mitt Romney,republican,24775,35517
2012,NC,Carteret,Other,NA,441,35517
2012,NC,Caswell,Barack Obama,democrat,5348,11039
2012,NC,Caswell,Mitt Romney,republican,5594,11039
2012,NC,Caswell,Other,NA,97,11039
2012,NC,Catawba,Barack Obama,democrat,24069,69601
2012,NC,Catawba,Mitt Romney,republican,44538,69601
2012,NC,Catawba,Other,NA,994,69601
2012,NC,Chatham,Barack Obama,democrat,18361,35434
2012,NC,Chatham,Mitt Romney,republican,16665,35434
2012,NC,Chatham,Other,NA,408,35434
2012,NC,Cherokee,Barack Obama,democrat,3378,12867
2012,NC,Cherokee,Mitt Romney,republican,9278,12867
2012,NC,Cherokee,Other,NA,211,12867
2012,NC,Chowan,Barack Obama,democrat,3556,7505
2012,NC,Chowan,Mitt Romney,republican,3891,7505
2012,NC,Chowan,Other,NA,58,7505
2012,NC,Clay,Barack Obama,democrat,1579,5642
2012,NC,Clay,Mitt Romney,republican,3973,5642
